IXP_Country_ISO_Alpha2,IXPDB_ID,PCH_ID,PeeringDB_ID,IXP_name_IXPDB,IXP_name_PCH,IXP_name_PDB,IXP_City,IXP_region_continent,Date_Creation_PDB,Date_Creation_PCH,Date_Update_PCH,Date_Update_IXPDB,IXP_Website,IXP_Url_Stats,IXP_Url_Stats_PCH
DE,431,1663,676,ECIX-FRA,European Commercial Internet Exchange Frankfurt,ECIX-FRA,Frankfurt,Europe,2013-04-09T00:00:00Z,20130408,0000-00-00,2019-08-01T13:01:12Z,https://www.ecix.net,https://www.ecix.net/infrastructure/statistics,
DK,713,1986,1869,STHIX - Copenhagen (Stockholm Internet eXchange AB),STHIX Copenhagen,STHIX - Copenhagen,Copenhagen,Europe,2017-08-23T08:56:43Z,20170915,0000-00-00,2019-08-07T12:01:46Z,http://www.sthix.net,https://www.sthix.net/index.php/home/statistics/,
ES,783,2034,2130,Equinix Madrid,Equinix Madrid,Equinix Madrid,Madrid,Europe,2018-03-22T13:45:50Z,20180000,0000-00-00,2019-06-17T20:03:41Z,https://ix.equinix.com/home/madrid/,https://ix.equinix.com/,
FR,39,1097,255,Equinix Paris (Equinix Internet Exchange - Paris),Equinix Paris,Equinix Paris,Paris,Europe,2010-07-29T00:00:00Z,20080000,0000-00-00,2019-08-07T13:04:58Z,https://www.equinix-ix.fr/,https://ix.equinix.com/,
FR,274,1230,336,TOUIX (Toulouse Internet eXchange),TouIX,TOUIX,Toulouse,Europe,2010-07-29T00:00:00Z,20090416,0000-00-00,2019-06-17T23:12:40Z,http://www.touix.net/,,
FR,433,1854,881,Lillix (Lille Internet Exchange),Lillix,Lillix,Lille/North of France,Europe,2014-06-17T00:00:00Z,20140627,0000-00-00,2019-06-17T15:06:56Z,http://www.lillix.fr,,
GB,578,1934,1302,IX Liverpool (IX Liverpool),IX Liverpool,IX Liverpool,Liverpool,Europe,2016-05-03T20:19:44Z,20160000,0000-00-00,2019-06-16T18:01:00Z,http://www.ixliverpool.net,,
GB,598,2078,1469,UNIFI-IX (UNIFI-IX),Unifi-IX,UNIFI-IX,London,Europe,2016-10-05T09:48:17Z,20180000,0000-00-00,2019-06-17T15:28:10Z,http://unifi-ix.net,,
IE,646,2067,1262,INEX Cork (Internet Neutral Exchange Association Limited by Guarantee),INEX Cork,INEX Cork,Cork,Europe,2016-03-31T13:14:35Z,20160400,0000-00-00,2019-08-06T11:00:25Z,https://www.inex.ie,,
IE,714,2013,1926,Equinix Dublin (Equinix Dublin), Equinix Dublin,Equinix Dublin,Dublin,Europe,2017-09-22T18:06:18Z,20180222,0000-00-00,2019-08-07T13:04:58Z,http://www.equinix.ie/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/,
IT,719,2018,1925,Equinix Milan (Equinix Milan),Equinix Milan,Equinix Milan,Milan,Europe,2017-09-22T18:04:51Z,20180000,0000-00-00,2019-08-07T13:04:58Z,https://www.equinix.it/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/,
NL,24,163,76,GN-IX (Groningen Internet Exchange),Groningen-IX,GN-IX,Groningen,Europe,2010-07-29T00:00:00Z,20010000,0000-00-00,2019-05-27T22:19:11Z,http://www.gn-ix.net/,,
NL,66,162,85,NDIX (Nederlands-Duitse Internet Exchange),Nederlands-Duitse Internet Exchange,NDIX,Enschede / Münster,Europe,2010-07-29T00:00:00Z,20010400,0000-00-00,2019-06-16T23:53:26Z,http://www.ndix.net,,
NL,737,2000,1812,ams (Asteroid Amsterdam IX),Asteroid Amsterdam IXP,Asteroid Amsterdam,Amsterdam,Europe,2017-07-18T07:56:53Z,20170000,0000-00-00,2019-08-07T13:04:58Z,https://www.asteroidhq.com/ixp-locations/1,https://www.asteroidhq.com/statistics/1,
NL,779,2032,2031,Equinix Amsterdam,Equinix Amsterdam,Equinix Amsterdam,Amsterdam,Europe,2017-12-06T10:45:13Z,0,0000-00-00,2019-06-16T21:28:47Z,https://www.equinix.nl/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/,
NO,150,767,453,FIXO (Free Internet eXchange Oslo),Free Internet eXchange Oslo,FIXO,Oslo,Europe,2010-11-03T00:00:00Z,20080116,0000-00-00,2019-05-27T12:41:59Z,http://www.fixo.no,,
RU,567,1980,1387,DataLine-IX (DataLine-IX),DataLine-IX,DataLine-IX,Moscow,Europe,2016-07-25T10:13:39Z,0,0000-00-00,2019-06-16T17:51:47Z,http://www.dtln.ru/en/services/telecom/dataline-ix,,
RU,761,2059,2149,Piter-IX (Piter-IX),PITER-IX Tallinn,PITER-IX,St.Petersburg,Europe,2018-04-02T20:32:10Z,0,0000-00-00,2019-08-03T04:01:04Z,http://piter-ix.ru,http://lg.piter-ix.ru,
SE,103,864,146,GIX (Gothenburg Internet Exchange),Gothenburg Internet Exchange,GIX Gothenburg,Gothenburg,Europe,2010-07-29T00:00:00Z,20051221,0000-00-00,2019-05-28T16:05:36Z,http://www.gix.se,,
SE,106,879,231,IXOR (Internet eXchange point of the Oresund Region),Internet exchange point of the Oresund Region,MalmIX Malmo / IXOR,Malm??,Europe,2010-07-29T00:00:00Z,20091014,0000-00-00,2019-05-28T16:22:22Z,http://www.ixor.se,http://www.ixor.se/statistics/,
SE,718,2016,1923,Equinix Stockholm (Equinix Stockholm),Equinix Stockholm,Equinix Stockholm,Stockholm,Europe,2017-09-22T14:00:51Z,20180000,0000-00-00,2019-08-07T13:04:58Z,https://www.equinix.se/services/interconnection-connectivity/internet-exchange/,https://ix.equinix.com/,
NZ,126,164,97,APE - Auckland (Auckland Peering Exchange),Auckland Peering Exchange,APE,Auckland,Australia,2010-07-29T00:00:00Z,19990810,2019/7/15,2019-06-18T08:39:12Z,http://ape.nzix.net/,,['http://ape.nzix.net/ape2.png']
NZ,586,1880,977,AKL-IX (Auckland Internet Exchange),Auckland Internet Exchange,AKL-IX,Auckland,Australia,2014-11-05T00:00:00Z,20141107,2018/10/8,2019-06-18T12:16:33Z,http://www.ix.nz,https://metrics.ix.nz/,
AU,108,9,21,WA-IX,Western Australian Internet Association,IX Australia WA,Perth/WA,Australia,2010-07-29T00:00:00Z,19970000,2019/7/28,2019-08-07T01:01:38Z,http://www.ix.asn.au,https://metrics.ix.asn.au,['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=5&var-polling_interval=5m&theme=light&width=600&height=400']
AU,393,8,513,VIC-IX,Victoria Internet Exchange,IX Australia VIC,Melbourne/Victoria,Australia,2011-05-12T00:00:00Z,20110000,2019/7/28,2019-08-07T01:01:35Z,http://www.waia.asn.au,https://metrics.ix.asn.au,"['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=18&var-polling_interval=5m&theme=light&width=1000&height=400', 'https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=18&var-polling_interval=5m&theme=light&width=1000&height=400']"
AU,392,1472,576,QLD-IX,Queensland Internet Exchange,IX Australia QLD,Brisbane/Queensland,Australia,2012-03-22T00:00:00Z,20110000,2019/7/28,2019-08-07T01:01:31Z,http://www.ix.asn.au,https://metrics.ix.asn.au,['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=16&var-polling_interval=5m&theme=light&width=1000&height=400']
AU,391,1473,691,SA-IX,South Australia Internet Exchange,IX Australia SA,Adelaide,Australia,2013-05-02T00:00:00Z,20130227,2019/7/28,2019-08-07T01:01:34Z,http://www.ix.asn.au,https://metrics.ix.asn.au,"['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=20&var-polling_interval=5m&theme=light&width=600&height=400', 'https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=20&var-polling_interval=5m&theme=light&width=600&height=400']"
AU,394,1585,716,NSW-IX,New South Wales IX,IX Australia NSW,Sydney/NSW,Australia,2013-06-25T00:00:00Z,20130000,2019/7/28,2019-08-07T01:01:26Z,http://www.ix.asn.au,https://metrics.ix.asn.au,['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=14&var-polling_interval=5m&theme=light&width=600&height=400']
AU,179,12,94,Equinix Sydney (Equinix Sydney Data Centers),Equinix Sydney,Equinix Sydney,Sydney,Australia,2010-07-29T00:00:00Z,20030000,0000-00-00,2019-08-07T13:04:58Z,https://ix.equinix.com,,
AU,329,402,105,PIPE Networks Sydney (PIPE Networks Sydney),PIPE Networks Sydney,PIPE Networks Sydney,Sydney  NSW,Australia,2010-07-29T00:00:00Z,20030000,0000-00-00,2019-06-12T21:15:38Z,http://www.pipenetworks.com,,
AU,325,13,110,PIPE Networks Brisbane (PIPE Networks Brisbane),PIPE Networks Brisbane,PIPE Networks Brisbane,BRISBANE,Australia,2010-07-29T00:00:00Z,20020500,0000-00-00,2019-06-12T21:08:43Z,http://www.pipenetworks.com,,
AU,328,389,111,PIPE Networks Melbourne (PIPE Networks Melbourne),PIPE Networks Melbourne,PIPE Networks Melbourne,Melbourne,Australia,2010-07-29T00:00:00Z,20030700,0000-00-00,2019-06-12T21:10:22Z,http://www.pipenetworks.com,,
AU,326,400,113,PIPE Networks Canberra (PIPE Networks Canberra),PIPE Networks Canberra,PIPE Networks Canberra,CANBERRA,Australia,2010-07-29T00:00:00Z,20040600,0000-00-00,2019-06-12T21:09:23Z,http://www.pipenetworks.com,,
AU,327,388,114,PIPE Networks Hobart (PIPE Networks Hobart),PIPE Networks Hobart,PIPE Networks Hobart,HOBART,Australia,2010-07-29T00:00:00Z,20030800,0000-00-00,2019-06-12T21:09:52Z,http://www.pipenetworks.com,,
AU,563,1958,779,IX-MEL (Melbourne IX),Megaport IX Melbourne,MegaIX Melbourne,Melbourne,Australia,2013-10-25T00:00:00Z,20130900,0000-00-00,2019-08-06T06:01:33Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,
AU,570,1916,780,IX-SYD (Sydney IX),Megaport IX Sydney,MegaIX Sydney,Sydney,Australia,2013-10-25T00:00:00Z,20130900,0000-00-00,2019-08-06T06:01:21Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,
AU,606,1957,781,IX-BNE (Brisbane IX),Megaport IX Brisbane,MegaIX Brisbane,Brisbane,Australia,2013-10-25T00:00:00Z,20130900,0000-00-00,2019-08-06T06:01:30Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,
AU,323,1008,976,ACT-IX,IX Australia ACT,IX Australia ACT,Canberra/ACT,Australia,2014-11-05T00:00:00Z,20081001,0000-00-00,2019-08-07T01:01:26Z,http://www.ix.asn.au,https://metrics.ix.asn.au,
AU,568,2048,1026,Equinix Melbourne (Equinix Melbourne),Equinix Melbourne,Equinix Melbourne,Melbourne,Australia,2015-02-16T00:00:00Z,0,0000-00-00,2019-08-07T13:04:58Z,https://ix.equinix.com,,
AU,607,1959,1235,IX-PER (Perth IX),Megaport IX Perth,MegaIX Perth,Perth,Australia,2016-02-27T00:00:00Z,20130000,0000-00-00,2019-08-06T06:01:44Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,
NZ,132,171,348,WIX - Wellington (Wellington Internet Exchange),Wellington Internet Exchange,WIX-NZ,Wellington,Australia,2010-07-29T00:00:00Z,19961200,0000-00-00,2019-06-17T20:08:52Z,http://wix.nzix.net/,,
NZ,127,165,349,CHIX - Christchurch (Christchurch Internet Exchange),Christchurch Internet Exchange,CHIX-NZ,Christchurch,Australia,2010-07-29T00:00:00Z,20070000,0000-00-00,2019-06-17T06:50:42Z,http://chix.nzix.net/,,
NZ,129,168,566,PNIX - Palmerston North (Palmerston North Internet Exchange),Palmerston North Internet Exchange,PNIX,Palmerston North,Australia,2012-02-09T00:00:00Z,20041130,0000-00-00,2019-06-17T14:05:56Z,http://pnix.nzix.net/,,
NZ,572,1879,984,IX-AKL (Auckland IX),MegaPort-IX Auckland,MegaIX Auckland,Auckland,Australia,2014-11-26T00:00:00Z,20141120,0000-00-00,2019-08-06T06:01:39Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,
PS,347,1783,993,PIX Palestine (Palestine Internet Exchange),Palestinian Internet Exchange,PIX Palestine,Ramallah,Middle East,2014-12-16T00:00:00Z,20120604,2014/9/1,2019-06-17T15:01:15Z,http://www.pix.ps,,
EG,206,59,274,CAIX (Cairo Internet Exchange),Cairo Internet Exchange,CAIX,Cairo,Middle East,2010-07-29T00:00:00Z,20020500,2019/7/28,2019-06-18T08:44:14Z,http://www.caix.net.eg/,http://www.caix.net.eg/index.php/technical-info/traffic-statistics,['http://www.caix.net.eg/images/stories/graphs/graph_22_1.png']
IL,112,117,393,IIX - Tel Aviv (Israeli Internet eXchange),Israeli Internet Exchange,IIX Israel,Petah Tikva,Middle East,2010-07-29T00:00:00Z,19960000,2019/7/28,2019-08-07T13:04:58Z,http://www.iix.net.il,,"['https://en.isoc.org.il/iix/cacti/cactiexports/graphs/graph_399_1.png', 'https://en.isoc.org.il/iix/cacti/cactiexports/graphs/graph_399_1.png']"
AE,373,1341,587,UAE-IX (United Arab Emirates Internet Exchange),UAE-IX by DE-CIX,UAE-IX,Dubai,Middle East,2012-06-12T00:00:00Z,20120224,2019/7/28,2019-06-19T01:19:37Z,http://www.uae-ix.net,http://www.uae-ix.net/about-uae-ix/statistics/,"['https://www.uae-ix.net/traffic_DXB-2days-1170-400.png', 'https://www.uae-ix.net/traffic_DXB-2days-1170-400.png']"
AE,320,1977,866,SMARTHUB Internet Exchange / SH-IX,SMARTHUB Internet Exchange,SH-IX,Fujairah,Middle East,2014-05-12T00:00:00Z,20130300,0000-00-00,2019-06-19T22:09:58Z,http://www.smarthubix.ae/,,
KW,762,2082,2253,Kuwait Internet Exchange - ix.kw,Kuwait Internet Exchange,ix.kw,Kuwait City,Middle East,2018-07-01T09:01:29Z,20180000,0000-00-00,2019-06-19T00:07:06Z,http://ix.kw,,
SA,770,2028,2299,Saudi Arabia Internet eXchange (SAIX),Saudi Internet Exchange,SAIX Saudi Arabia,Riyadh,Middle East,2018-08-07T10:27:56Z,0,0000-00-00,2019-05-23T15:21:04Z,https://saix.sa,,
SA,809,2121,2628,JEDIX,JEDIX,JEDIX,Jeddah,Middle East,2019-07-09T12:55:08Z,20181200,0000-00-00,2019-08-02T16:20:14Z,https://www.jedix.net,,
TW,113,238,43,TWIX - Taipei (Taiwan Internet Exchange),Taiwan Internet Exchange,TWIX,Taipei,Asia Pacific,2010-07-29T00:00:00Z,19971200,2019/1/30,2019-08-07T13:04:57Z,https://www.twix.net/index_e.html,https://www.twix.net/all_e.html,['https://www.twix.net/twix-traffic/summary-day.png']
KR,72,147,52,KINX - Seoul (Korea Internet Neutral Exchange),Korea Internet Neutral Exchange KINX,KINX,Seoul,Asia Pacific,2010-07-29T00:00:00Z,20000600,2016/3/8,2019-06-19T21:18:33Z,https://www.kinx.net/?lang=en,,
HK,110,96,42,HKIX (Hong Kong Internet Exchange),Hong Kong Internet Exchange,HKIX,Hong Kong,Asia Pacific,2010-07-29T00:00:00Z,19950400,2019/1/28,2019-05-28T18:13:59Z,https://www.hkix.net/,https://www.hkix.net/hkix/stat/aggt/hkix-aggregate.html,"['https://portal.hkix.net/customer/cgi-bin/mrtg-rrd-customer.cgi?log=hkix-aggregate&png=daily&u=', 'https://portal.hkix.net/customer/cgi-bin/mrtg-rrd-customer.cgi?log=ipv6-statistics&png=weekly&u=']"
ID,359,1550,375,NiCE (National Inter Connection Exchange ),OpenIXP Internet exchange Point,OpenIXP / NiCE,Indonesia,Asia Pacific,2010-07-29T00:00:00Z,20050000,2017/10/25,2019-06-17T15:02:10Z,http://www.openixp.net,,
ID,358,907,452,BIX - Jakarta (Biznet Internet eXchange),Biznet Internet Exchange,BIX Jakarta,Jakarta,Asia Pacific,2010-10-30T00:00:00Z,20060000,2019/1/30,2019-06-17T08:49:04Z,http://www.biznetnetworks.com/En/?menu=Bix,,['http://www.biznetnetworks.com/images/bix/bix-new/bix-daily.png']
IN,45,104,198,NIXI - New Delhi (National Internet Exchange of India - New Delhi),National Internet Exchange of India,NIXI Delhi,Delhi,Asia Pacific,2010-07-29T00:00:00Z,20030719,2019/7/14,2019-06-17T00:11:28Z,http://www.nixi.in,,
IN,115,103,224,NIXI - Mumbai (National Internet Exchange of India - Mumbai),National Internet Exchange of India,NIXI Mumbai,Mumbai,Asia Pacific,2010-07-29T00:00:00Z,20030719,2019/7/14,2019-06-17T00:11:59Z,http://www.nixi.in,,
IN,116,105,235,NIXI - Chennai (National Internet Exchange of India - Chennai),National Internet Exchange of India,NIXI Chennai,Chennai,Asia Pacific,2010-07-29T00:00:00Z,20030719,2019/7/14,2019-06-17T00:13:24Z,http://www.nixi.in/,,
IN,175,1021,598,NIXI - Hyderabad (National Internet Exchange of India - Hyderabad),National Internet Exchange of India,NIXI Hyderabad,Hyderabad,Asia Pacific,2012-07-27T00:00:00Z,20080000,2019/7/14,2019-05-29T10:54:31Z,http://www.nixi.in,,
IN,117,106,1317,NIXI - Kolkata (National Internet Exchange of India - Kolkata),National Internet Exchange of India,NIXI Kolkata,Kolkata,Asia Pacific,2016-05-21T14:58:57Z,20030719,2019/7/14,2019-06-18T08:38:34Z,http://nixi.in,http://nixi.in,
IN,617,1947,1577,IX Kolkata (IIFON IX Kolkata),IIFON IX Kolkata,IIFON IX Kolkata,Kolkata,Asia Pacific,2017-01-03T16:22:14Z,20160000,2019/5/3,2019-06-17T15:30:08Z,http://iifon.org,,
IN,174,1020,1689,NIXI - Bangalore (National Internet Exchange of India - Bangalore),National Internet Exchange of India,NIXI Bangalore,Bangalore,Asia Pacific,2017-04-04T10:59:53Z,20080000,2019/5/27,2019-05-29T10:53:54Z,http://nixi.in/,,
JP,441,134,92,DIX-IE (Distributed IX in EDO),Network Service Provider IXP (Distributed IX in Edo),DIX-IE,Tokyo,Asia Pacific,2010-07-29T00:00:00Z,19961000,2014/9/20,2019-06-18T22:09:54Z,http://nspixp.wide.ad.jp/,http://nspixp.wide.ad.jp/2/,
RU,86,192,223,nsk-ix (NSK-IX public peering VLAN),MSK-IX Novosibirsk,MSK-IX Novosibirsk,Novosibirsk,Asia Pacific,2010-07-29T00:00:00Z,20040000,2016/6/6,2019-07-04T14:08:28Z,http://www.msk-ix.ru/en/ix/nsk,http://www.msk-ix.ru/en/traffic,
RU,169,190,350,ekt-ix (EKT-IX public peering VLAN),MSK-IX Ekaterinburg,MSK-IX Ekaterinburg,Ekaterinburg,Asia Pacific,2010-07-29T00:00:00Z,20121201,2016/6/6,2019-05-28T23:45:21Z,http://www.msk-ix.ru/en/ix/ekt,http://www.msk-ix.ru/en/traffic,
RU,170,1044,378,vlv-ix (VLV-IX public peering VLAN),MSK-IX Vladivostok,MSK-IX Vladivostok,Vladivostok,Asia Pacific,2010-07-29T00:00:00Z,20080000,2013/12/9,2019-08-07T10:01:27Z,http://www.msk-ix.ru/en/ix/vlv,http://www.msk-ix.ru/en/traffic,
IN,173,1022,1690,NIXI - Ahmedabad (National Internet Exchange of India - Ahmedabad),National Internet Exchange of India,NIXI Ahmedabad,Ahmedabad,Asia Pacific,2017-04-04T11:00:30Z,20080000,2019/8/7,2019-05-29T00:21:37Z,http://nixi.in/,,['http://180.179.222.68/mrtg/Total_Agg/ahm-day.png']
TW,185,237,823,TPIX - Taipei (Taipei Internet Exchange),Taipei Internet Exchange (TPIX),TPIX-TW,Taipei/Taiwan,Asia Pacific,2014-01-26T00:00:00Z,20020702,2019/7/28,2019-06-10T11:06:57Z,http://www.tpix.net.tw/,http://www.tpix.net.tw/traffic.html,"['https://mrtg.chief.com.tw/outputPNG.php?P=MjAxNDAxMjQwMDo6ZGF5', 'https://mrtg.chief.com.tw/outputPNG.php?P=MjAxNDAxMjQwMDo6ZGF5']"
BT,757,1954,2355,TTPL LAN (Bhutan Internet Exchange),Bhutan Internet Exchange ,btIX,Thimphu,Asia Pacific,2018-09-22T17:01:27Z,20171207,2019/7/28,2019-06-13T09:00:41Z,https://www.btix.bt,https://www.btix.bt,"['https://www.btix.bt/ixp/grapher', 'https://www.btix.bt/ixp/grapher']"
KZ,768,2066,2497,KazNIX,KazNIX,KazNIX,Semey,Asia Pacific,2019-02-07T12:00:09Z,20180000,2019/7/28,2019-04-17T05:46:13Z,https://kaznix.kz,https://kaznix.kz,['https://ixp.kaznix.kz/grapher/ixp?id=1&type=png']
BD,109,16,2516,BDIX - Dhaka (Bangladesh Internet Exchange),Bangladesh Internet Exchange,BDIX,Dhaka,Asia Pacific,2019-02-26T05:33:18Z,20040826,2019/7/28,2019-05-28T18:12:48Z,http://www.bdix.net,http://www.bdix.net/stat.htm,['http://202.59.208.18/grapher/ixp']
HK,356,1319,577,AMS-IX Hong Kong,AMS-IX Hong Kong,AMS-IX Hong Kong,Hong Kong,Asia Pacific,2012-03-28T00:00:00Z,20120401,2019/7/28,2019-08-07T10:00:56Z,http://www.ams-ix.hk,http://www.ams-ix.hk/total-traffic-statistics,"['https://stats-hk.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats-hk.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;scale=normal;interval=daily']"
IN,634,1842,832,Mumbai IX (Mumbai IX),Mumbai Internet Exchange (Mumbai IX),Mumbai IX,Mumbai,Asia Pacific,2014-02-19T00:00:00Z,20140814,2019/7/28,2019-06-16T18:46:10Z,https://www.mumbai-ix.net,https://www.mumbai-ix.net/en/graph,"['https://www.mumbai-ix.net/ixp_peering-agrregate-bits-total-day.png', 'https://www.mumbai-ix.net/ixp_peering-agrregate-bits-total-day.png']"
IN,619,1948,1623,AMS-IX India,AMS-IX India,AMS-IX India,Mumbai,Asia Pacific,2017-02-07T09:14:28Z,20170202,2019/7/28,2019-08-07T10:00:54Z,https://ams-ix.in/,https://stats-mum.ams-ix.net/,"['https://stats-mum.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats-mum.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily']"
JP,44,129,30,JPIX - Tokyo (Japan Internet Exchange - Tokyo),Japan Internet Exchange,JPIX TOKYO,Tokyo,Asia Pacific,2010-07-29T00:00:00Z,19970700,2019/7/28,2019-06-17T06:42:25Z,https://www.jpix.ad.jp/en/,https://www.jpix.ad.jp/en/technical_traffic.php,['https://www.jpix.ad.jp/en/img/TOTAL.In_e.png']
JP,119,125,564,JPIX - Osaka (Japan Internet Exchange - Osaka),JPIX Osaka,JPIX OSAKA,Osaka,Asia Pacific,2012-02-02T00:00:00Z,20020400,2019/7/28,2019-06-17T06:49:50Z,https://www.jpix.ad.jp/en/,https://www.jpix.ad.jp/en/technical_traffic.php,"['https://www.jpix.ad.jp/en/img/TOTAL-OSK.In_e.png', 'https://www.jpix.ad.jp/en/img/TOTAL-OSK.In_e.png']"
PH,232,539,1561,PHOpenIX (Philippines Open Internet Exchange),Philippine Open Internet Exchange,PhOpenIX-Manila,Manila,Asia Pacific,2016-12-23T02:16:52Z,20070000,2019/7/28,2019-06-19T01:10:13Z,http://www.phopenix.net,http://www.phopenix.net/traffic,['http://phopenix.net/images/daily.png']
PH,755,2061,2345,GetaFIX,GetaFIX,GetaFIX,Manila,Asia Pacific,2018-09-12T07:27:16Z,20180000,2019/7/28,2019-06-09T17:58:53Z,https://getafix.ph/,,"['https://ixp.getafix.ph/grapher/ixp', 'https://ixp.getafix.ph/grapher/ixp']"
SG,371,1272,429,SGIX (Singapore Internet Exchange),Singapore Internet Exchange,SGIX,Singapore,Asia Pacific,2010-09-10T00:00:00Z,20100607,2019/7/28,2019-06-18T02:12:50Z,https://www.sgix.sg,https://www.sgix.sg/traffic-statistics/,"['https://www.sgix.sg/statistics/sgix-aggregate-daily.png', 'https://www.sgix.sg/statistics/sgix-aggregate-daily.png']"
TH,587,1866,1025,Bangkok Neutral Internet Exchange (BKNIX),Bangkok Neutral Internet Exchange,BKNIX,Bangkok,Asia Pacific,2015-02-16T00:00:00Z,20150209,2019/7/28,2019-08-07T13:04:58Z,https://bknix.co.th,https://bknix.co.th/en/statistics,"['https://bknix.co.th/data/images/traffic/current_total_ix.png', 'https://bknix.co.th/data/images/traffic/current_total_ix_v6.png', 'https://bknix.co.th/data/images/traffic/current_total_ix.png', 'https://bknix.co.th/data/images/traffic/current_total_ix_v6.png']"
MY,183,601,250,MyIX  (Malaysia Internet Exchange),Malaysia Internet Exchange,MyIX,Kuala Lumpur,Asia Pacific,2010-07-29T00:00:00Z,20061215,0000-00-00,2019-06-10T11:04:35Z,http://www.myix.my,,
GU,472,1267,463,GU-IX (Guam Internet Exchange),Guam Internet Exchange,GU-IX,Guam,Asia Pacific,2010-12-09T00:00:00Z,20110000,0000-00-00,2019-06-18T22:18:02Z,http://www.gu-ix.net,http://www.gu-ix.net/stats/,
VU,494,1367,971,VUIX (Vanuatu Internet Exchange),Vanuatu Internet Exchange,VIX.VU,Port Vila,Asia Pacific,2014-11-02T00:00:00Z,20130214,0000-00-00,2019-06-14T14:16:23Z,http://vix.vu,,
VN,135,363,1771,VNIX - Ho Chi Minh (Vietnam National Internet eXchange - Ho Chi Minh),Viet Nam Internet Exchange,VNIX-HCM,Ho Chi Minh City,Asia Pacific,2017-06-19T07:52:08Z,20040300,0000-00-00,2019-06-19T00:22:06Z,https://www.vnix.vn,,
VN,134,362,1772,VNIX - Hanoi (Vietnam National Internet eXchange - Hanoi),Vietnam National Internet Exchange,VNIX-HN,Hanoi,Asia Pacific,2017-06-19T07:54:13Z,20031108,0000-00-00,2019-06-17T20:10:11Z,https://www.vnix.vn/,,
AF,749,1705,2245,National Internet Exchange Of Afghanistan (NIXA),National Internet Exchange of Afghanistan,NIXA,Kabul,Asia Pacific,2018-06-26T00:34:19Z,20110500,0000-00-00,2019-06-19T01:05:56Z,http://www.nixa.af,http://www.nixa.af,
MY,764,2050,2279,Johor Bahru Internet Exchange (Johor Bahru Internet Exchange),Johor Bahru Internet Exchange,JBIX,Johor Bahru,Asia Pacific,2018-07-25T10:10:14Z,20180000,0000-00-00,2019-07-31T11:01:03Z,http://www.jbix.my,,
CN,604,1926,1303,CNIX (China Internet Exchange),CNIX China Internet Exchange,CNIX,Beijing,Asia Pacific,2016-05-04T01:21:07Z,20150300,0000-00-00,2019-06-19T00:38:48Z,http://www.cnix.com.cn,,
HK,590,1836,1449,BBIX - Hong Kong,BBIX Hong Kong,BBIX Hong Kong,Hong Kong,Asia Pacific,2016-09-20T00:24:23Z,20141001,0000-00-00,2019-06-17T15:26:28Z,http://www.bbix.net/en/,,
ID,473,1263,469,MCIX (Matrix Cable Internet eXchange),Matrix Cable System Internet Exchange,MCIX - Matrix Networks,Jakarta,Asia Pacific,2010-12-08T00:00:00Z,20110000,0000-00-00,2019-06-18T22:18:48Z,http://www.nap.net.id,,
IN,683,1975,1323,EIX Delhi (Extreme Internet Exchange India),Extreme IX New Delhi,Extreme IX Delhi,Delhi,Asia Pacific,2016-05-27T20:49:28Z,20160623,0000-00-00,2019-08-06T14:01:39Z,http://extreme-ix.org,,
IN,694,2004,1627,EIX Mumbai (Extreme Internet Exchange India),Extreme IX Mumbai,Extreme IX Mumbai,Mumbai,Asia Pacific,2017-02-08T10:06:51Z,20160623,0000-00-00,2019-08-06T14:01:43Z,http://extreme-ix.org,,
IN,773,2011,1785,EIX Hyderabad (Extreme Internet Exchange India),Extreme IX Hyderabad,Extreme IX Hyderabad,Hyderabad,Asia Pacific,2017-06-22T12:00:33Z,20160623,0000-00-00,2019-08-06T14:01:51Z,http://extreme-ix.org,,
